,attachmentKey,parentKey,parentTitle,linkTitle,url
666,X2MCS9YK,VMRCXNJF,Near and Distant Neighbours: A New History of Soviet Intelligence,Book review by John Scarlett,https://www.tandfonline.com/doi/full/10.1080/03071847.2016.1193366
667,9DLNC9XB,VMRCXNJF,Near and Distant Neighbours: A New History of Soviet Intelligence,Book review by Sigurd Hess,https://www.tandfonline.com/doi/full/10.1080/16161262.2016.1276123
668,BT9K55JA,VMRCXNJF,Near and Distant Neighbours: A New History of Soviet Intelligence,Book review by Michael Hughes,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1116270
670,UI2N8D7D,BDN9YDL7,"Turkish Intelligence and the Cold War: The Turkish Secret Service, the US and the UK",Book review Hayden Peake,https://www.cia.gov/static/4b135ae3a73fab210b979cea5456fcae/Intel-Officer-Bookshelf-Mar-2020.pdf
671,7GGYUJWF,BDN9YDL7,"Turkish Intelligence and the Cold War: The Turkish Secret Service, the US and the UK",Book review Şevki Kıralp,https://doi.org/10.1080/00263206.2021.1891045
672,J25UFETU,BDN9YDL7,"Turkish Intelligence and the Cold War: The Turkish Secret Service, the US and the UK",Book review by Stéphane Lefebvre,https://www.tandfonline.com/doi/full/10.1080/02684527.2021.1964261?af=R
673,DYI2U9PB,XDSWQFWV,Defence Intelligence and the Cold War: Britain's Joint Intelligence Bureau 1945-1964,Book review by Ryan Shaffer,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-59-no-4/defence-intelligence-and-the-cold-war-britains-joint-intelligence-bureau-1945-1964/
674,H8D5LCA6,XDSWQFWV,Defence Intelligence and the Cold War: Britain's Joint Intelligence Bureau 1945-1964,Book review by Rory Cormac,https://reviews.history.ac.uk/review/1784#f1
675,48TQP2VX,XDSWQFWV,Defence Intelligence and the Cold War: Britain's Joint Intelligence Bureau 1945-1964,Book review by Timothy A. Sayle,https://www.tandfonline.com/doi/full/10.1080/16161262.2017.1399682
676,RZZP2ZVN,XDSWQFWV,Defence Intelligence and the Cold War: Britain's Joint Intelligence Bureau 1945-1964,Book review by Colin Atkinson,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1018011
677,FM8NJ894,NVUZFN5A,Special Duty: A History of the Japanese Intelligence Community,Book review by Kurt F. Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2020.1813482
678,6BM4ZICD,NVUZFN5A,Special Duty: A History of the Japanese Intelligence Community,Book review by Joel Campbell,https://academic.oup.com/ia/article/97/3/914/6270665?login=true
679,KCJH3ITA,PQA7PXGS,Intelligence Analysis and Policy Making: The Canadian Experience,Book review by Joseph W. Gartin,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-66-no-1-march-2022/review-intelligence-analysis-and-policy-making-the-canadian-experience/
681,X8JQJV5P,6LPFUDYX,"Behind the Enigma: The Authorised History of GCHQ, Britain’s Secret Cyber-Intelligence Agency",Book review by Philip Marks,https://doi.org/10.1080/01611194.2022.2156311
682,KMGLT9ZI,6LPFUDYX,"Behind the Enigma: The Authorised History of GCHQ, Britain’s Secret Cyber-Intelligence Agency",Book review by Jessica Garrett-Harsch,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-65-no-1-march-2021/review-behind-the-enigma-the-authorized-history-of-gchq-britains-secret-cyber-intelligence-agency/
683,UGZHMYN9,6LPFUDYX,"Behind the Enigma: The Authorised History of GCHQ, Britain’s Secret Cyber-Intelligence Agency",Book review by Trevor Bedeman,https://www.tandfonline.com/doi/full/10.1080/03071847.2021.1968619
684,8AFBTZ7L,6LPFUDYX,"Behind the Enigma: The Authorised History of GCHQ, Britain’s Secret Cyber-Intelligence Agency",Book review by Christopher Smith,https://www.tandfonline.com/doi/full/10.1080/16161262.2021.2019383
688,LJ345P95,7PSEZC62,The Secret World: A History of Intelligence,Book review by John F. Dooley,https://doi.org/10.1080/01611194.2019.1706210
689,TZXVDRQC,7PSEZC62,The Secret World: A History of Intelligence,Book review by Leslie C.,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-62-no-4/the-secret-world-a-history-of-intelligence/
690,RCSW76ZX,7PSEZC62,The Secret World: A History of Intelligence,Book review by Neil Kent,https://www.tandfonline.com/doi/full/10.1080/03071847.2019.1605039
694,3747L5ZX,M3YY9MRW,Codebreaker In The Far East,Book review by Michael Donovan,https://journals.sagepub.com/doi/abs/10.1177/096834459700400406
697,7MJL25YL,QUKU2EWV,Japanese Intelligence in World War II,Book review by Stephen C. Mercado,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-54-no-1/japanese-intelligence-in-world-war-ii-and-nihongun-no-interijensu-naze-joho-ga-ikasarenai-no-ka-japanese-military-intelligence-why-is-intelligence-not-used/
699,9HL88GXL,ULJNH7I7,"Plotting for Peace: American Peacemakers, British Codebreakers, and Britain at War, 1914–1917",Book review by Kurt Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2022.2102959?af=R
700,6QZ36ECH,ULJNH7I7,"Plotting for Peace: American Peacemakers, British Codebreakers, and Britain at War, 1914–1917",Book review by Richard Dunley,https://journals.sagepub.com/doi/full/10.1177/09683445221130401c
701,PZP25HVF,A7UYE6WC,Spying for Wellington: British Military Intelligence in the Peninsular War,Book review by Hayley Fenton,https://www.jstor.org/stable/26939910
702,J5WRC9US,A7UYE6WC,Spying for Wellington: British Military Intelligence in the Peninsular War,Book review by George P. Lewis,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-65-no-2-june-2021/spying-for-wellington-british-military-intelligence-in-the-peninsular-war/
706,WXD3PCP8,JMYRLFH9,The Intelligence War against the IRA,Book review by Samantha Newberry,https://www.tandfonline.com/doi/full/10.1080/02684527.2020.1790130
707,YFNCIEJD,JMYRLFH9,The Intelligence War against the IRA,Book review (Irish Political Studies),https://doi.org/10.1080/07907184.2021.1918366
711,PAJCGBQP,UJLRP3QL,Spies in Uniform: British Military & Naval Intelligence on the Eve of the First World War,Book review by Keith Neilson,https://journals.sagepub.com/doi/abs/10.1177/09683445070140040502
714,2XQ97F7K,PJB5IC9Z,Intelligence and Government in Britain and the United States Vol. 1: Evolution of the U.S. Intelligence Community,Book review by Stéphane Lefebvre,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.786607
715,9PRNEL6V,Q9BNRNLJ,Intelligence and Government in Britain and the United States Vol. 2: Evolution of the UK Intelligence Community,Book review by Stéphane Lefebvre,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.786607
