,attachmentKey,parentKey,parentTitle,linkTitle,url
339,UT9BGXNL,UKRBEM2F,"Chile, the CIA and the Cold War: A Transatlantic Perspective",Book review by Haiyi Zhang and Qingyi Meng,https://doi.org/10.1080/16161262.2023.2234748
340,RANFT4XE,4FBJS5AD,Principled spying: the ethics of secret intelligence,Book review by John Scarlett,https://www.tandfonline.com/doi/full/10.1080/03071847.2018.1529914
341,FBHYZRYT,4FBJS5AD,Principled spying: the ethics of secret intelligence,Book review by Emma Harries,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1665777
342,FCA99GCU,YGDLCHFK,The Ghosts of Langley: Into the CIA's Heart of Darkness,Book review by Hayden Peake,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-62-no-2/the-ghosts-of-langley-into-the-cias-heart-of-darkness/
343,4UPSNTYR,YGDLCHFK,The Ghosts of Langley: Into the CIA's Heart of Darkness,Book review by Kurt F. Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1658175
344,9F6HLA4T,EGN4PFM2,The CIA and the Politics of US Intelligence Reform,Book review by Brent Durbin,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-63-no-1/the-cia-and-the-politics-of-us-intelligence-reform/
345,3WZM9QJT,EGN4PFM2,The CIA and the Politics of US Intelligence Reform,Book review by Kurt F. Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1633064
346,44V2SSLZ,PJSGML5A,"Intelligence, Biosecurity and Bioterrorism",Book review by Kathleen M. Vogel,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1622265
347,WJJ3YX5S,P6VYLHZZ,The Anatomy of a Traitor: A history of espionage and betrayal,Book review by Emma Harries,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1620554
349,AY7INUVJ,U5DPYT83,The Future of Intelligence,Book review by Kurt F. Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1620553
350,GNMCXHGS,LXICKDV2,In the Enemy's House: The Secret Saga of the FBI Agent and the Code Breaker Who Caught the Russian Spies,Book review by Kevin Riehle,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1589034
351,X8XJD86X,X8L9KDMA,"Stalin's Defectors: How Red Army Soldiers became Hitler's Collaborators, 1941-1945",Book review by Kevin Riehle,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1589033
352,3HCMDSGD,VUG5G4PP,Intelligence Governance and Democratisation: A Comparative Analysis of the Limits of Reform,Book review by Reg Whitaker,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1571691
356,WJ4N56Y2,4YPPZG4S,The Unending Game: A Former R&AW Chief’s Insights into Espionage,Book review by Ryan Shaffer,https://www.tandfonline.com/doi/full/10.1080/02684527.2018.1532625
357,G92TJF9Q,BN9FKPQ4,Spy Watching: Intelligence Accountability in the United States,Book review by Jason Manosevitz,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-62-no-3/spy-watching-intelligence-accountability-in-the-united-states/
358,WEPMNVVY,BN9FKPQ4,Spy Watching: Intelligence Accountability in the United States,Book review by Christopher R. Moran,https://www.tandfonline.com/doi/full/10.1080/02684527.2018.1505111
359,EUMMYSLF,XSWV6235,"The Foundation of the CIA: Harry Truman, The Missouri Gang, and the Origins of the Cold War",Book review by Cody Carlson,https://www.tandfonline.com/doi/full/10.1080/02684527.2018.1492064
360,46Q4VD8W,K7E4SR8W,"Disrupt and Deny: Spies, Special Forces, and the Secret Pursuit of British Foreign Policy",Book review by Luca Trenta,https://www.tandfonline.com/doi/full/10.1080/02684527.2018.1492060
361,TRJGQFLF,3MK5VCQD,The Debs of Bletchley Park,Book review by Maria Robson,https://www.tandfonline.com/doi/full/10.1080/02684527.2018.1430672
362,D5ZT486N,ALFW255Y,Hitler's Fremde Heere Ost: German Military Intelligence on the Eastern Front 1942-45,Book review by Cody Carlson,https://www.tandfonline.com/doi/full/10.1080/02684527.2018.1430671
363,J3ZA5F54,RHQDJBZY,"The Secret War in Afghanistan: The Soviet Union, China and Anglo-American Intelligence in the Afghan War",Book review by Alex Marshall,https://journals.sagepub.com/doi/abs/10.1177/0968344514526634j
364,4N2ME8RM,RHQDJBZY,"The Secret War in Afghanistan: The Soviet Union, China and Anglo-American Intelligence in the Afghan War",Book review by John R. Wood,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1397867
365,N52RDQEP,7YNSEAPR,Why Spy?: The Art of Intelligence,Book review by Kurt F. Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1357888
366,2GQJRJJ8,C2MBZI3F,Spymaster: Startling Cold War Revelations of a Soviet KGB Chief,Book review by Kurt F. Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1357886
367,5JAFSI7A,TFWV2FHX,"State Department Counterintelligence: Leaks, Spies, and Lies",Book review by John D. Stempel,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1357262
369,DT6I96HZ,5KDHFLAR,Patriotic betrayal: the inside story of the CIA’s secret campaign to enroll American students in the crusade against communism,Book review by Kathryn S. Olmsted,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1357270
370,ELJNWPRT,IKCK97G7,"Intelligence, National Security, and Foreign Policy -A South Asian Narrative",Book review by Ryan Shaffer,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1327136
371,7P8SKWWM,LMFKLXJD,Disciples: The World War II Missions of the CIA Directors Who Fought for Wild Bill Donovan,Book review by Denis Clift,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1296656
372,9B5PZVQL,9AUWDGN9,Playing to the edge: American intelligence in the age of terror,Book review by Hayden Peake,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-60-no-2/playing-to-the-edge-american-intelligence-in-the-age-of-terror-233-8kb/
373,35M4WE3H,9AUWDGN9,Playing to the edge: American intelligence in the age of terror,Book review by Nicholas Dujmovic,https://www.tandfonline.com/doi/full/10.1080/02684527.2017.1296649
374,HPGFXB3M,GKD9QQTX,"Constructing Cassandra: Reframing Intelligence Failure at the CIA, 1947–2001",Book review by Randy P. Burkett,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-61-no-4/constructing-cassandra-reframing-intelligence-failure-at-the-cia-1947-2001/
375,UNA5S9V6,GKD9QQTX,"Constructing Cassandra: Reframing Intelligence Failure at the CIA, 1947–2001",Book review by David Charters,https://www.tandfonline.com/doi/full/10.1080/02684527.2016.1182726
376,SMVTEF72,6DHEY74U,Gabrielle Petit: The Death and Life of a Female Spy in the First World War,Book review by Erika Huckestein,https://www.tandfonline.com/doi/full/10.1080/02684527.2016.1176694
377,S8HL5H2Z,C7NG9WUM,The Secret War Between the Wars: MI5 in the 1920s and 1930s,Book review by Jason Dymydiuk,https://www.tandfonline.com/doi/full/10.1080/16161262.2016.1181953
378,MNPHV39H,C7NG9WUM,The Secret War Between the Wars: MI5 in the 1920s and 1930s,Book review by Glen Segell,https://www.tandfonline.com/doi/full/10.1080/16161262.2015.1114311
379,KHLU7HRP,C7NG9WUM,The Secret War Between the Wars: MI5 in the 1920s and 1930s,Book review by Christopher Pennington,https://www.tandfonline.com/doi/full/10.1080/02684527.2016.1148294
380,4TIPFFM8,SX8IM9TR,"Fighting EOKA: The British Counter–Insurgency Campaign on Cyprus, 1955-1959",Book review by Martin Thomas,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1125209
381,6M3YZPUY,STFX54Y3,Stalin's Englishman: The Lives of Guy Burgess,Book review by Daniel W. B. Lomas,https://www.tandfonline.com/doi/full/10.1080/16161262.2019.1592986
382,TQRXJRCQ,STFX54Y3,Stalin's Englishman: The Lives of Guy Burgess,Book review by Rhodri Jeffreys-Jones,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1116271
383,JQT2ZHSF,EV6EFF8E,The Cambodian Wars: Clashing Armies and CIA Covert Operations,Book review by Nathaniel L. Moir,https://www.tandfonline.com/doi/full/10.1080/02684527.2016.1162983
384,YRZA8HI2,RZKGJV5K,"The Secret Anglo-French War in the Middle East: Intelligence and Decolonization, 1940-1948",Book review by Nathaniel L. Moir 2,https://www.tandfonline.com/doi/full/10.1080/16161262.2017.1309170
385,Y83NRB3U,RZKGJV5K,"The Secret Anglo-French War in the Middle East: Intelligence and Decolonization, 1940-1948",Book review by Nathaniel L. Moir,https://www.tandfonline.com/doi/full/10.1080/16161262.2016.1276122
386,L8GSJUWM,RZKGJV5K,"The Secret Anglo-French War in the Middle East: Intelligence and Decolonization, 1940-1948",Book review by Steven B. Wagner,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1093293
387,W4MNPY35,5HB4NEN5,"Secret Intelligence in the European States System, 1918-1989",Book review by Cecilia N. Burch,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1077621
388,ZSZGLH84,XYT3HVZM,The Ethics of Intelligence: A new framework,Book review by Danielle K. Johnson,https://gsis.scholasticahq.com/article/27772-review-of-the-ethics-of-intelligence-a-new-framework-studies-in-intelligence-series
389,3C8D3KNH,XYT3HVZM,The Ethics of Intelligence: A new framework,Book review by Jan Goldman,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1058618
390,QZK9U2GV,UYJLHRXQ,"Stalin’s American Spy: Noel Field, Allen Dulles & the East European Show Trials",Book review by Simon Miles,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1026561
391,ZYTBXD4X,UN9QUB37,"Britannia and the Bear: The Anglo-Russian Intelligence Wars, 1917-1929",Book review by Tony E. Demchak,https://www.tandfonline.com/doi/full/10.1080/16161262.2017.1404760
392,YM6G3MSG,WAQWV6EJ,The Spy Who Came In from the Co-op: Melita Norwood and the Ending of Cold War Espionage,Book review by Jessica Shahan,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1008211
393,UBNQU6CH,MZ56HZKZ,Smersh: Stalin’s Secret Weapon Soviet military counterintelligence in WWII,Book review by Alexander Hill,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.862967
394,W7N7SDD4,5MVLZSGJ,"Spying on the World: The Declassified Documents of the Joint Intelligence Committee, 1936-2013",Book review by Colin Atkinson,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1008206
395,ZIG8D7K2,X7LN63HJ,The Hidden Hand: A Brief History of the CIA,Book review by Bleddyn E. Bowen,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1008207
396,3CEID8YA,SLJH5C7B,"The Spy Catchers: The Official History of ASIO, 1949-1963",Book review by Christopher Waters,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1004878
397,UJTCIBCK,KU8EP865,MI5 in the Great War,Book review by Adam D. Johnson,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.994956
398,Y5AGJG8B,54EG8LGJ,Intelligence in the Cold War: What Difference did it Make?,Book review by Sigurd Hess,https://www.tandfonline.com/doi/full/10.1080/16161262.2013.840140
399,D32BFLF9,54EG8LGJ,Intelligence in the Cold War: What Difference did it Make?,Book review by James J. Wirtz,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.980536
400,P7YDZ6GL,QS4KU6QG,"The Zhivago Affair: The Kremlin, the CIA, and the Battle over a Forbidden Book",Book review by P. J. Neal,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-59-no-2/the-zhivago-affair-the-kremlin-the-cia-and-the-battle-over-a-forbidden-book/
401,H82YS53W,QS4KU6QG,"The Zhivago Affair: The Kremlin, the CIA, and the Battle over a Forbidden Book",Book review by Will Fripp,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.955671
402,878KII75,7S7HMP72,"Secret Cables of the Comintern, 1933-1943",Book review by Peter Vronsky,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.952933
403,BDZFGH55,8U8UIG97,In Spies We Trust: The Story of Western Intelligence,Book review by John Ehrman and Jason Manosevitz,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-58-no-2/in-spies-we-trust-the-story-of-western-intelligence/
404,9U9WYMYN,8U8UIG97,In Spies We Trust: The Story of Western Intelligence,Book review by Susan McCall Perlman,https://www.tandfonline.com/doi/full/10.1080/16161262.2016.1276124
405,89YUBR5Y,8U8UIG97,In Spies We Trust: The Story of Western Intelligence,Book review by Timothy A. Sayle,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.947697
406,JY29B48A,KIFHJRCD,Essence of assessment: methods and problems of intelligence analysis,Book review by Kristan J. Wheaton,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.924260
407,F9W7IL4G,FIPJVS6D,Intelligence and surprise attack: failure and success from Pearl Harbor to 9/11 and beyond,Book review by Randy P. Burkett,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-61-no-4/constructing-cassandra-reframing-intelligence-failure-at-the-cia-1947-2001/
408,QZTSFZYY,FIPJVS6D,Intelligence and surprise attack: failure and success from Pearl Harbor to 9/11 and beyond,Book review by Jeffrey G. Karam,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.896506
409,CSN7LB8C,IYMBJFBK,Spies in the Continental Capital: Espionage Across Pennsylvania During the American Revolution,Book review by Alexander Rose,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.896504
410,DJLEWRXS,5M6PF49X,Endless Enemies: Inside FBI Counterterrorism,Book review by Rhodri Jeffreys-Jones,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.862969
411,2DN3UN4C,N4VPZZDN,Routledge Companion to Intelligence Studies,Book review by Rhodri Jeffreys-Jones,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.855388
412,9E8F36PU,CIUUHT2Q,"The Way of the Knife: The CIA, a secret army, and a war at the ends of the earth",Book review by Richard T. Willing,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-57-no-3/the-way-of-the-knife-the-cia-a-secret-army-and-a-war-at-the-ends-of-the-earth-2/
413,GKEKKYQM,CIUUHT2Q,"The Way of the Knife: The CIA, a secret army, and a war at the ends of the earth",Book review by J. R. Seeger,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-57-no-4/the-way-of-the-knife-the-cia-a-secret-army-and-a-war-at-the-ends-of-the-earth/
414,DUQBUJSQ,CIUUHT2Q,"The Way of the Knife: The CIA, a secret army, and a war at the ends of the earth",Book review by Loch K. Johnson,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.913393
415,9B687FT8,IYRMMF7W,"Empire of Secrets: British Intelligence, the Cold War and the Twilight of Empire",Book review by Matthew Hughes,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.814283
416,CPIENKNF,XK8INETF,"The last ambassador: August Torma, soldier, diplomat, spy",Book review by Karsten Brüggemann,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.810932
417,CHFGP58C,L8DJXANY,"Intelligence and U.S. Foreign Policy: Iraq, 9/11, and Misguided Reform",Book review by Gregory F. Treverton,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.786616
418,UXLVXWYJ,H299JXUN,"The Zimmermann Telegram: Intelligence, Diplomacy, and America's Entry into World War I",Book review by John Ehrman,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-57-no-2/the-zimmermann-telegram-intelligence-diplomacy-and-americas-entry-into-world-war-i/
419,NXYAWVAF,H299JXUN,"The Zimmermann Telegram: Intelligence, Diplomacy, and America's Entry into World War I",Book review by Ross A. Kennedy,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.799367
420,9S9RS8LL,WBSFL86N,The Politics of Counterterrorism in India: Strategic Intelligence and National Security in South Asia,Book review by Chris Ogden,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.795090
421,9T33D6MT,CVE8F389,"The British Way in Counter-Insurgency, 1945-1967",Book review by Martin Thomas,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.789675
422,THVDWXK5,BLDNK92B,On the Edge of the Cold War: American Diplomats and Spies in Postwar Prague,Book review by Brent Durbin,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.786609
423,FZYTEW8P,P4H6RAMK,Blinking Red: Crisis and Compromise in American Intelligence after 9/11,Book review by Loch K. Johnson,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.876743
424,YLBCD8BZ,NLIDNGQK,Operation Mincemeat: how a dead man and a bizarre plan fooled the Nazis and assured an allied victory,Book review by Jonathan D. Beard,https://www.tandfonline.com/doi/full/10.1080/02684527.2012.755064
425,YZS9DD3Y,RMFP9VCM,"A King's Ransom: The Life of Charles Théveneau de Morande, Blackmailer, Scandalmonger & Master-Spy",Book review by Richard Aldrich,https://www.tandfonline.com/doi/full/10.1080/02684527.2012.755059
426,Z29NEW67,FX7A2BTI,Challenges in Intelligence Analysis: Lessons from 1300 BCE to the Present,Book review by Glenn Hastedt,https://www.tandfonline.com/doi/full/10.1080/02684527.2012.755046
427,TZY4I25Q,RJPVAGIF,Queen's Agent: Francis Walsingham at the Court of Elizabeth I,Book review by Jayne E. Archer,https://www.tandfonline.com/doi/full/10.1080/02684527.2012.753200
428,8JMA7W7M,5LB3G7G4,"Attack on Pearl Harbor: Strategy, Combat, Myths, Deceptions",Book review by Robert Hanyok,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.786606
429,ZKBMUJPN,7KHRMQAW,"""In the Interest of Democracy"": The Rise and Fall of the Early Cold War Alliance Between the American Federation of Labor and the Central Intelligence Agency",Book review by Hugh Wilford,https://www.tandfonline.com/doi/full/10.1080/02684527.2013.786605
430,RAYVCHNG,LSRU4IBQ,Intel Wars: The Secret History of the Fight Against Terror,Book review by Erik J. Dahl,https://www.tandfonline.com/doi/full/10.1080/02684527.2012.735075
431,E2LRDKC5,QGIV573T,Vietnam Declassified: The CIA and Counterinsurgency,Book review by Benjamin Baker and Nicholas Horton,https://www.tandfonline.com/doi/full/10.1080/16161262.2014.905349
432,EYCG4PXG,QGIV573T,Vietnam Declassified: The CIA and Counterinsurgency,Book review by Kevin M. Boylan,https://www.tandfonline.com/doi/full/10.1080/02684527.2012.713788
446,5WNZGMLT,E8A2S3KE,"Treachery: Betrayals, Blunders and Cover-Ups: Six Decades of Espionage",Book review by Huw Dylan,https://www.tandfonline.com/doi/full/10.1080/02684527.2011.630443
447,MHR2USN7,5WJHGUT9,Preventing Catastrophe: The Use and Misuse of Intelligence in Efforts to Halt the Proliferation of Weapons of Mass Destruction,Book review by Thomas Copeland,https://www.tandfonline.com/doi/full/10.1080/02684527.2011.628540
449,G26KTWGI,I2WS2HPD,Intelligence Communities and Cultures in Asia and the Middle East: A Comprehensive Reference,Book review by Ryan Shaffer,https://www.tandfonline.com/doi/full/10.1080/02684527.2021.1990461?af=R
450,U22GDGPL,WHBJADQZ,The Sentinel State: Surveillance and the Survival of Dictatorship in China,Book review by Jefferson Adams,https://doi.org/10.1080/08850607.2024.2376074
451,Q8T6QCN2,W7GIMZED,"Cyber Intelligence: Actors, Policies, and Practices",Book review by C. Dale Walton,https://www.tandfonline.com/doi/abs/10.1080/01495933.2023.2295243
452,58QY8R6X,R75CN2HR,The Hidden War in Argentina: British and American Espionage in World War II,Book review,https://www.tandfonline.com/doi/full/10.1080/08850607.2019.1710897
453,XNTZGJRK,9WUHZR2X,Chinese Industrial Espionage: Technology Acquisition and Military Modernisation,Book review by Arthuro G. Munoz,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-59-no-4/chinese-industrial-espionage-technology-acquisition-and-military-modernization/
454,9Q4N6V4B,AJLLLWUJ,"Spying for the People: Mao's Secret Agents, 1949–1967",Book review by Sergey Radchenko,https://www.tandfonline.com/doi/full/10.1080/02684527.2015.1094893
455,P3KXJNEG,632JQCPF,The Tao Of Spycraft: Intelligence Theory And Practice In Traditional China,Book review by John W. Killingrew,https://journals.sagepub.com/doi/abs/10.1177/096834450000700309
456,VUKDH9RH,24MKBRHC,Soviet Leaders and Intelligence: Assessing the American Adversary during the Cold War,Book review by Geoffrey Roberts,https://www.tandfonline.com/doi/full/10.1080/14682745.2016.1153850
458,ICTS8X3J,UT4HMJQF,Spies for the Sultan: Ottoman Intelligence in the Great Rivalry with Spain,Book review by Alexander Lapsker,https://doi.org/10.1080/02684527.2025.2557732
459,QGQDF8WZ,UT4HMJQF,Spies for the Sultan: Ottoman Intelligence in the Great Rivalry with Spain,Book review by Nicole K. Drumhiller,https://doi.org/10.1080/08850607.2024.2411188
460,KGTME7TQ,P98ZXEY8,The Russian FSB: A Concise History of the Federal Security Service,Book review by William T. Murphy,https://doi.org/10.1080/08850607.2024.2370217
461,DLNMTKAG,PEQGJIEP,"Spy Pilot: Francis Gary Powers, the U-2 Incident, and a Controversial Cold War Legacy",Book review by David A. Foy,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-63-no-2/spy-pilot-francis-gary-powers-the-u-2-incident-and-a-controversial-cold-war-legacy/
462,X86EGK4K,PEQGJIEP,"Spy Pilot: Francis Gary Powers, the U-2 Incident, and a Controversial Cold War Legacy",Book review by Kyle Cunliffe,https://www.tandfonline.com/doi/full/10.1080/02684527.2021.1903675
463,H32CS68U,C69SRCN3,Japanese Foreign Intelligence and Grand Strategy: From the Cold War to the Abe Era,Book review by W. Lee Radcliffe,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-66-no-1-march-2022/review-japanese-foreign-intelligence-and-grand-strategy-from-the-cold-war-to-the-abe-era/
464,6DVE494F,IIKNCZ3J,Nisei linguists: Japanese Americans in the Military Intelligence Service During World War II (Paperbound),Book review by Stephen C. Mercado,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-52-no-4/nisei-linguists-japanese-americans-in-the-military-intelligence-service-during-world-war-ii/
465,2EQDWNR5,6FDPDI3C,Chasing Spies: How the FBI Failed in Counter-Intelligence But Promoted the Politics of McCarthyism in the Cold War Years,Book review by David Robarge,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-47-no-3/chasing-spies-how-the-fbi-failed-in-counterintelligence-but-promoted-the-politics-of-mccarthyism-in-the-cold-war-years/
466,R72FU927,PK98R9XC,"Codes, Ciphers and Spies: Tales of Military Intelligence in World War I",Book review by Chris Christensen,https://doi.org/10.1080/01611194.2016.1236631
467,4KSYLIAT,R9QFRVUS,Strategy and Intelligence: British Policy During the First World War,Book review by Hew Strachan,https://journals.sagepub.com/doi/abs/10.1177/096834450100800112
468,CHF7JQBN,PY3HC5MU,The Soviet Estimate: U.S. Intelligence Analysis & Russian Military Strength,Book review by Lawrence Freedman,https://academic.oup.com/ia/article-abstract/59/2/261/2405451
470,K2ZYLNCI,TJBM5C5Q,"Sharing Secrets with Stalin: How the Allies Traded Intelligence, 1941-1945",Book review by Evan Mawdsley,https://journals.sagepub.com/doi/abs/10.1177/096834459900600313
472,AG2TSSZB,RS97H7KH,"British Intelligence and the Japanese Challenge in Asia, 1914–1941",Book review by Frederick R. Dickinson,https://journals.sagepub.com/doi/abs/10.1177/096834450401100411
473,Z5RZSURK,YARKSUU5,The Rise and Fall of Intelligence: An International Security History,Book review by Hayden Peake,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-59-no-1/the-rise-and-fall-of-intelligence-an-international-security-history/
474,I2YMFHC4,YARKSUU5,The Rise and Fall of Intelligence: An International Security History,Book review by Christopher Bailey,https://www.tandfonline.com/doi/full/10.1080/16161262.2015.1032494
475,RW5JWZNC,YARKSUU5,The Rise and Fall of Intelligence: An International Security History,Book review by Daniel S. Gressang,https://www.tandfonline.com/doi/full/10.1080/02684527.2014.990669
476,RZB34DRF,ZQLUFELK,"U.S. Navy Codebreakers, Linguists, and Intelligence Officers against Japan, 1910-1941: A Biographical Dictionary",Book review by Chris Christensen,https://doi.org/10.1080/01611194.2016.1236648
477,HH8VDR5H,9DDZ5RTY,Shattered Illusions: KGB Cold War Espionage in Canada,Book review by John Ehrman,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-61-no-2/shattered-illusions-kgb-cold-war-espionage-in-canada/
478,V7SYS75C,9DDZ5RTY,Shattered Illusions: KGB Cold War Espionage in Canada,Book review by Colin Mccullough,https://www.tandfonline.com/doi/full/10.1080/02684527.2019.1665771
479,BWKXGPRK,XPW9XMD5,Communicating With Intelligence: Writing and Briefing in the Intelligence and National Security Communities,Book review by Michael J. Ard,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-67-no-2-extracts-june-2023/review-communicating-with-intelligence/
480,APPBF5YY,NRQP3M22,Secrets and Spies: UK Intelligence Accountability after Iraq and Snowden,Book review by Jason U. Manosevitz,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-64-no-4/secrets-and-spies-uk-intelligence-accountability-after-iraq-and-snowden/
481,9WT4NXLJ,7G6VQZCA,Handbook of European Intelligence Cultures,Book review by Henry Prunckun,https://view.salusjournal.com/index.php/salusjournal/article/view/68
482,YQB7TWF6,7G6VQZCA,Handbook of European Intelligence Cultures,Book review by João Estevens,https://gsis.scholasticahq.com/article/27761-review-of-the-handbook-of-european-intelligence-cultures
483,667UHJ8V,4Y4I6BSB,"Strategic Intelligence: A Handbook for Practitioners, Managers, and Users, Revised Edition",Book review by Peter C. Oleson,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-53-no-3/strategic-intelligence-a-handbook-for-practitioners-managers-and-users/
484,HH77EYP3,J2YZQ5EH,Top Secret Canada: Understanding the Canadian Intelligence and National Security Community,Book review by Joseph W. Gartin,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-65-no-3-september-2021-special-issue/review-top-secret-canada-understanding-the-canadian-intelligence-and-national-security-community/
485,SRH2PIPY,J2YZQ5EH,Top Secret Canada: Understanding the Canadian Intelligence and National Security Community,Book review by Kurt F. Jensen,https://www.tandfonline.com/doi/full/10.1080/02684527.2021.1920492
486,YCFKP4RX,PTIVRQLB,Friend or Foe: Militia Intelligence and Ethnic Violence in the Lebanese Civil War,Book review by Lawrence E. Cline,https://doi.org/10.1080/09592318.2024.2379591
487,EUNUJJ8Z,D2PCZJYL,Democratization of Intelligence,Book review by Andrei A. Babadac,https://www.tandfonline.com/doi/full/10.1080/16161262.2017.1399683
488,GW4ZVMLJ,AE85IKHG,The Secret World: Behind the Curtain of British Intelligence in World War II and the Cold War,Book review by Ralph Erskine,https://www.tandfonline.com/doi/full/10.1080/02684527.2016.1176693
490,YCYJ8FGY,RV46P7ZX,The International Politics of Intelligence Sharing,Book review by J. B. Webb,https://www.cia.gov/resources/csi/studies-in-intelligence/volume-54-no-4/the-international-politics-of-intelligence-sharing/
491,7U2EFYIR,QJQGZPV9,Behind the Lawrence Legend: The Forgotten Few Who Shaped the Arab Revolt,Book review by Tariq Tell,https://doi.org/10.1080/19475020.2023.2298149
492,II34ZJLU,8BNR7MWM,SIGINT: the secret history of signals intelligence in the world wars,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2016.1236637
493,D4JWS6LB,YSX4ELB8,"X, Y and Z: the real story of how Enigma was broken",Book review by Chris Christensen,https://doi.org/10.1080/01611194.2019.1623938
494,5LYHHCZG,YSX4ELB8,"X, Y and Z: the real story of how Enigma was broken",Book review by Ralph Erskine,https://www.tandfonline.com/doi/full/10.1080/02684527.2020.1734159
495,LJ2DJHNV,B43U466T,Alan Turing Decoded: Alan Turing decoded,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2016.1236633
496,QETPUGA3,B43U466T,Alan Turing Decoded: Alan Turing decoded,Book review by David H. Hamer,https://doi.org/10.1080/01611194.2016.1236620
497,B66JZ8SZ,ZH3WGISD,Before Bletchley Park: the codebreakers of the First World War,Book review by Chris Christensen,https://doi.org/10.1080/01611194.2021.1949760
498,J59HIR8J,UEN7JB8N,The Sisterhood: the secret history of women at the CIA,Book review by Brent Geary and Linda Weissgold,https://www.cia.gov/resources/csi/studies-in-intelligence/studies-in-intelligence-68-no-1-extracts-march-2024/reviews-two-perspectives-on-the-sisterhood-the-secret-history-of-women-at-the-cia/
499,L73IEG4B,F57GED3G,A Clear Case of Genius: Room 40's Code-breaking Pioneer,Book review by Charles Stephenson,https://www.tandfonline.com/doi/full/10.1080/02684527.2021.1992585
